DataID,RiverID,SiteID,RiverSiteID,Continent,Country,RiverName,Biome,Realm,Eco_Biome,Conti_Biome,lon_ori,lat_ori,lon_HGV3,lat_HGV3,lon_HSV3,lat_HSV3,biodiv_ori,biodiv_rec,catch_area,elev,discharge,cum_prec,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,V_lc1,V_lc2,V_lc3,V_lc4,anthromes2017,gHM,HFP2009,HFP_Lights2009,HFP_Population2010,autocor
D005,NR006,S113,NR006_S113,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.78312374,44.69818127,4.784665631,44.69726756,4.7837424,44.69832404,29,10,2.1116235,88.5,0.154,1601.1511,12.94375,9.420834,34.417046,652.51025,28.5,1.1500001,27.349998,13.316667,21.216667,21.216667,5.225,904,130.5,47,32.18357,318.5,168,168,188,1.6274109,0.06781611,0.20342556,0.13561594,31,0.527491,40,8,6,439.115641651052
D005,NR006,S114,NR006_S114,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.72615103,44.53458494,4.725958145,44.53454031,4.72615103,44.53458494,29,9,604.5916,77.5,7.514,586061.56,13.2625,9.7,34.892086,657.59937,29.1,1.3,27.800001,13.650001,21.616667,21.616667,5.5,916,139,44,34.589375,330,163,163,196,325.86517,240.72458,29.225761,9.311544,12,0.678605,48,10,8,439.115641651052
D005,NR006,S115,NR006_S115,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.7265368,44.53467421,4.726343915,44.53462958,4.7265368,44.53467421,28,9,604.5916,77.5,7.514,586061.56,13.2625,9.7,34.892086,657.59937,29.1,1.3,27.800001,13.650001,21.616667,21.616667,5.5,916,139,44,34.589375,330,163,163,196,325.86517,240.72458,29.225761,9.311544,12,0.678605,48,10,8,439.115641651052
D005,NR006,S116,NR006_S116,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.69899957,44.48741242,4.698295929,44.48471853,4.700332068,44.48767417,29,7,70818.54,75,2.336,72421400,13.2,9.241667,34.040592,650.26917,28.7,1.5,27.2,13.6,21.466667,21.466667,5.5333333,894,137,42,34.387333,321,158,158,193,21422.965,27477.055,15591.018,2556.0076,23,0.535849,41,9,6,439.115641651052
D005,NR006,S117,NR006_S117,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.70055071,44.48742187,4.698436389,44.48514439,4.70055071,44.48742187,28,10,70818.54,75,2.336,72421400,13.2,9.241667,34.040592,650.26917,28.7,1.5,27.2,13.6,21.466667,21.466667,5.5333333,894,137,42,34.387333,321,158,158,193,21422.965,27477.055,15591.018,2556.0076,23,0.535849,41,9,6,439.115641651052
D005,NR006,S118,NR006_S118,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.69069522,44.51344798,4.691087831,44.5129126,4.691266291,44.51301968,29,10,70638.19,67,0.855,72280120,13.245833,9.308333,34.225094,651.3791,28.7,1.5,27.2,13.633333,21.533333,21.533333,5.55,904,138,43,34.60794,325,159,159,193,21376.83,27417.693,15561.365,2555.7195,12,0.739633,41.441,9,7,439.115641651052
D005,NR006,S119,NR006_S119,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.68993705,44.4908866,4.691031602,44.49120613,4.690460531,44.49112455,28,8,70647.92,69,2.336,72287300,13.2375,9.241667,34.071342,650.0944,28.7,1.5,27.2,13.633333,21.516666,21.516666,5.5333333,896,137,43,34.586395,323,159,159,193,21366.084,27414.361,15551.673,2554.5735,23,0.544595,43.75,8,6,439.115641651052
D005,NR006,S120,NR006_S120,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.74558264,44.55282327,4.746005844,44.553119,4.745254215,44.55297737,15,8,599.25555,94,4.979,581256.4,13.210417,9.8125,34.991123,663.79663,29.2,1.1500001,28.05,13.583334,21.641666,21.641666,5.366667,921,138,45,33.95662,330,164,164,196,323.48575,240.04562,29.157753,6.18413,12,0.856903,48.5,10,9,439.115641651052
D005,NR006,S121,NR006_S121,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.74623949,44.55251507,4.746540322,44.5528312,4.745649324,44.55293091,15,10,599.25555,94,4.979,581256.4,13.210417,9.8125,34.991123,663.79663,29.2,1.1500001,28.05,13.583334,21.641666,21.641666,5.366667,921,138,45,33.95662,330,164,164,196,324.5733,241.13174,29.021767,6.659987,12,0.856903,48.5,10,9,439.115641651052
D005,NR006,S122,NR006_S122,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.69706867,44.21587942,4.697041476,44.21528116,4.697032978,44.21637911,33,9,73498.08,39,1460.633,74932540,14.004167,10.0375,35.361507,662.2201,29.9,1.5,28.4,14.4,22.433332,22.433332,6.1499996,818,131,34,35.343616,292,137.5,137.5,188,22021.883,29125.191,16006.869,2586.4475,23,0.510848,28,7,6,439.115641651052
D005,NR006,S123,NR006_S123,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.67337386,44.21598829,4.673849752,44.21620244,4.673766471,44.21598829,31,9,73493.29,40,1460.633,74948740,13.997917,10.120833,35.52624,662.9939,30,1.45,28.5,14.391666,22.425,22.425,6.133333,820.5,131,34.5,35.16669,292,139.5,139.5,188,22014.918,29126.053,16008.346,2587.509,23,0.4433,23.5075,5,7,439.115641651052
D005,NR006,S124,NR006_S124,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.69681243,44.22980418,4.697050376,44.22982797,4.697012305,44.22981846,32,10,763.4077,40,8.513,686361.94,13.947916,10.258333,35.776623,665.2901,30.05,1.3,28.75,14.366667,22.416668,22.416668,6.0333333,825.5,131,35,35.00596,293.5,140,140,188,509.39377,190.7184,26.361584,29.135612,23,0.587109,36.5,8,7,439.115641651052
D005,NR006,S125,NR006_S125,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.69724131,44.2259767,4.697788586,44.2259767,4.697812381,44.2259767,32,10,763.5431,40,8.513,686593.25,13.966666,10.175,35.576923,664.5231,30,1.4,28.6,14.383333,22.416666,22.416666,6.0666666,824,131,35,35.07658,293,140,140,188,511.7176,190.04044,26.361584,29.067589,23,0.574207,26.75,6,6,439.115641651052
D005,NR006,S126,NR006_S126,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.73677506,44.32299819,4.738726218,44.32318855,4.737738742,44.32355736,28,9,201.23082,56,2.438,179482.3,13.933333,10.341666,35.66092,672.608,30.3,1.3,29,14.3,22.5,22.5,5.9666667,853,133,38,34.370697,304,147,147,191,106.58733,71.36723,13.965975,7.2304487,22,0.637196,46.25,10,8,439.115641651052
D005,NR006,S127,NR006_S127,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.73704316,44.32302969,4.738994318,44.32322005,4.738006842,44.32358886,29,9,201.23082,56,2.438,179482.3,13.933333,10.341666,35.66092,672.608,30.3,1.3,29,14.3,22.5,22.5,5.9666667,853,133,38,34.370697,304,147,147,191,106.58733,71.36723,13.965975,7.2304487,22,0.637196,46.25,10,8,439.115641651052
D005,NR006,S128,NR006_S128,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.62007556,44.27981443,4.619361722,44.27974305,4.620111252,44.28049258,27,9,2367.192,56.5,20.1795,2201557.8,13.775001,10.191668,35.847954,658.7258,29.7,1.3,28.400002,14.150001,22.15,22.15,5.9666667,838,133,36,34.81441,297,145,145,190,407.98828,1544.8584,403.37167,14.752913,23,0.556628,34.5,5,7,439.115641651052
D005,NR006,S129,NR006_S129,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.6205241,44.27949814,4.619810262,44.27942676,4.620428922,44.28036665,26,10,2367.192,56.5,20.1795,2201557.8,13.775001,10.191668,35.847954,658.7258,29.7,1.3,28.400002,14.150001,22.15,22.15,5.9666667,838,133,36,34.81441,297,145,145,190,407.98828,1544.8584,403.37167,14.752913,23,0.556628,34.5,5,7,439.115641651052
D005,NR006,S130,NR006_S130,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.73847858,44.08407354,4.738668937,44.08374721,4.73865704,44.08453753,31,10,75782.76,37,0.386,76905736,14.4,10.241667,35.474537,669.6724,30.5,1.6,28.8,14.75,22.95,22.95,6.4333334,793,127,31,35.396397,281,131,131,187,23130.162,30119.61,16099.029,2638.914,23,0.459629,29.3187,8,7,439.115641651052
D005,NR006,S131,NR006_S131,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.72176049,44.0801145,4.721950847,44.08041363,4.722188793,44.08059039,30,8,75761.69,35.5,0.386,76878800,14.416667,10.270833,35.571907,669.4111,30.5,1.7,28.8,14.783334,22.958334,22.958334,6.483333,794.5,127,31,35.125534,281,132.5,132.5,187,23122.143,30111.592,16099.111,2637.68,23,0.522243,36.9133,8,7,439.115641651052
D005,NR006,S132,NR006_S132,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.71589805,44.15470879,4.717910394,44.15455243,4.718693917,44.15470879,30,9,74381.06,35.5,1469.422,75735670,14.2,10.120833,35.31816,666.4265,30.25,1.6,28.6,14.583333,22.708334,22.708334,6.3,808.5,129,33,35.218323,287.5,135,135,187,22592.021,29327.805,16020.397,2620.4368,23,0.552438,32.7282,9,7,439.115641651052
D005,NR006,S133,NR006_S133,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.71804537,44.15941774,4.71804537,44.15941774,4.718759208,44.15935825,30,9,74380.04,38,740.7425,75735120,14.191667,10.091667,35.299297,665.71606,30.2,1.6,28.6,14.566667,22.683334,22.683334,6.3,810,129,34,35.112305,288,136,136,187,22603.775,29337.15,16030.965,2621.0435,23,0.552438,32.7282,9,7,439.115641651052
D005,NR006,S134,NR006_S134,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.68716632,44.12203826,4.687023552,44.1227521,4.688736764,44.1236087,23,9,1168.1992,35.5,19.294,984844.8,14.333334,10.108334,35.34735,666.48083,30.349998,1.8,28.6,14.683333,22.85,22.85,6.4333334,807.5,129,33,35.035152,285,136,136,188,397.25653,701.36835,63.80951,8.617316,23,0.558556,28.7856,9,6,439.115641651052
D005,NR006,S135,NR006_S135,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.68739806,44.12227051,4.687255292,44.12298435,4.688968504,44.12384095,23,12,1168.1992,35.5,19.294,984844.8,14.333334,10.108334,35.34735,666.48083,30.349998,1.8,28.6,14.683333,22.85,22.85,6.4333334,807.5,129,33,35.035152,285,136,136,188,397.25653,701.36835,63.80951,8.617316,23,0.558556,28.7856,9,6,439.115641651052
D005,NR006,S136,NR006_S136,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.80876764,43.91511153,4.80885687,43.91573614,4.808873884,43.91564697,23,10,13238.6455,24.5,162.851,12372700,14.670834,10.462501,35.750854,674.0082,30.849998,1.6,29.25,15.033334,23.266666,23.266666,6.633333,747,121,27.5,35.799324,265.5,120.5,120.5,180,3801.0093,5873.766,2957.1636,120.13794,22,0.684765,41,10,9,439.115641651052
D005,NR006,S137,NR006_S137,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.80861226,43.91478304,4.80870149,43.91540765,4.808718504,43.91531848,23,13,13238.6455,24.5,162.851,12372700,14.670834,10.462501,35.750854,674.0082,30.849998,1.6,29.25,15.033334,23.266666,23.266666,6.633333,747,121,27.5,35.799324,265.5,120.5,120.5,180,3801.0093,5873.766,2957.1636,120.13794,22,0.684765,41,10,9,439.115641651052
D005,NR006,S138,NR006_S138,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.61338863,43.8501255,4.616064504,43.8509046,4.615292199,43.84994704,27,11,2094.8733,20,0.46,1669842,14.820833,9.825,35.33453,649.8687,30.3,2.5,27.8,15.183333,23.133333,23.133333,7.1833334,752,128,26,38.49191,268,118,118,189,796.65894,1174.4481,72.86436,46.83156,23,0.514317,19.6815,8,7,439.115641651052
D005,NR006,S139,NR006_S139,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.61338683,43.85046966,4.616062704,43.85124876,4.615290399,43.8502912,28,10,2094.8733,20,0.46,1669842,14.820833,9.825,35.33453,649.8687,30.3,2.5,27.8,15.183333,23.133333,23.133333,7.1833334,752,128,26,38.49191,268,118,118,189,796.65894,1174.4481,72.86436,46.83156,23,0.514317,19.6815,8,7,439.115641651052
D005,NR006,S140,NR006_S140,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.70057574,43.89903974,4.70057574,43.89903974,4.700603104,43.89791069,31,8,93381.27,22,1686.562,93118020,14.65,9.866667,35.112694,656.4263,30.3,2.2,28.099998,15.066667,23.05,23.05,6.9,756,126,27,37.13369,269,121,121,185,29522.74,37367.84,19297.53,2909.0352,22,0.622763,30.3187,9,7,439.115641651052
D005,NR006,S141,NR006_S141,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.70122882,43.89829721,4.701160835,43.89862354,4.701137211,43.89797123,31,7,93381.234,22,1686.562,93118020,14.65,9.866667,35.112694,656.4263,30.3,2.2,28.099998,15.066667,23.05,23.05,6.9,756,126,27,37.13369,269,121,121,185,29522.74,37367.84,19297.53,2909.0352,22,0.622763,30.3187,9,7,439.115641651052
D005,NR006,S142,NR006_S142,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.65027217,43.8044571,4.650157956,43.80379085,4.6501413,43.80727676,35,11,95522.46,11,1724.198,94785510,14.981251,9.729167,34.999977,651.5696,30.4,2.6,27.8,15.35,23.333334,23.333334,7.333333,741.5,126,25,38.234066,263,115.5,115.5,186,30344.814,38537.76,19373.383,2958.346,23,0.686244,47,10,7,439.115641651052
D005,NR006,S143,NR006_S143,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.65084298,43.80446751,4.650473824,43.80375027,4.65071211,43.80728717,35,7,95522.46,11,1724.198,94785510,14.981251,9.729167,34.999977,651.5696,30.4,2.6,27.8,15.35,23.333334,23.333334,7.333333,741.5,126,25,38.234066,263,115.5,115.5,186,30344.814,38537.76,19373.383,2958.346,23,0.686244,47,10,7,439.115641651052
D005,NR006,S144,NR006_S144,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.60496858,43.66809579,4.605784395,43.66884634,4.606063132,43.66704883,26,7,95551.92,6,1725.466,94802410,15.120833,9.508333,34.82906,641.10156,30.2,2.9,27.300001,15.533334,23.316668,23.316668,7.6,714,121,22,39.29128,253,106,106,184,30341.186,38529.17,19391.158,2962.0542,22,0.555167,42,10,6,439.115641651052
D005,NR006,S145,NR006_S145,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.60951183,43.66896924,4.607404307,43.66977146,4.608797992,43.66963549,24,8,95551.84,6,1725.466,94802390,15.120833,9.508333,34.82906,641.10156,30.2,2.9,27.300001,15.533334,23.316668,23.316668,7.6,714,121,22,39.29128,253,106,106,184,30361.896,38545.2,19387.703,2962.9243,22,0.555167,42,10,6,439.115641651052
D005,NR006,S146,NR006_S146,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.34955201,43.54655879,4.350378023,43.54640243,4.34955201,43.54655879,25,9,21.625053,1,4.047,13253.842,15.025,8.866667,34.59302,610.05585,29,3.3,25.7,11.483334,22.8,22.8,7.8166666,679,114,19,39.896755,240,95,95,187,15.142355,0,4.287005,0,31,0.527873,14.1815,0,5,439.115641651052
D005,NR006,S147,NR006_S147,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.35030014,43.54601022,4.35060947,43.54601022,4.349586302,43.54597453,24,9,21.625053,1,4.047,13253.842,15.025,8.866667,34.59302,610.05585,29,3.3,25.7,11.483334,22.8,22.8,7.8166666,679,114,19,39.896755,240,95,95,187,15.142355,0,4.287005,0,31,0.527873,14.1815,0,5,439.115641651052
D005,NR006,S148,NR006_S148,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.80727008,43.38278129,4.791286221,43.38213476,4.805009592,43.38260283,27,12,96276.88,0,1726.83,95311130,15.108334,7.7833333,31.768707,607.10565,28.3,3.8,24.5,15.766666,22.766666,22.766666,7.9,635,105,17,39.340267,226,88,88,169,30917.996,38680.21,19520.81,3021.0486,12,-9999,30.3395,9,6,439.115641651052
D005,NR006,S149,NR006_S149,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.80737478,43.38271109,4.791390921,43.38206456,4.805114292,43.38253263,22,7,96276.88,0,1726.83,95311130,15.108334,7.7833333,31.768707,607.10565,28.3,3.8,24.5,15.766666,22.766666,22.766666,7.9,635,105,17,39.340267,226,88,88,169,30917.996,38680.21,19520.81,3021.0486,12,-9999,30.3395,9,6,439.115641651052
D005,NR006,S150,NR006_S150,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.74707552,43.41985768,4.745742852,43.42043062,4.746123736,43.41871554,27,9,96266.48,1,1726.83,95313260,15.1625,8.541666,33.562542,614.33154,29,3.5,25.5,15.733334,22.966667,22.966667,7.9,653,108,18,39.388523,233,91,91,172,30779.928,38630.98,19545.45,3007.3005,32,0.652169,32,8,6,439.115641651052
D005,NR006,S151,NR006_S151,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.747366,43.41995775,4.746033332,43.42053069,4.746414216,43.41881561,25,7,96266.54,1,1726.83,95313290,15.1625,8.541666,33.562542,614.33154,29,3.5,25.5,15.733334,22.966667,22.966667,7.9,653,108,18,39.388523,233,91,91,172,30779.928,38630.98,19545.52,3007.3005,32,0.652169,32,8,6,439.115641651052
D005,NR006,S152,NR006_S152,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.66578326,43.58370684,4.667539982,43.58581708,4.667210937,43.5852059,24,8,96232.84,3.5,1726.206,95290296,14.970834,9.1875,34.73533,624.75574,29.349998,2.9,26.45,15.441667,22.916666,22.916666,7.5833335,690,116.5,21,39.484665,246.5,100,100,180,30757.59,38630.707,19554.205,3005.3237,31,0.500058,19.7282,0,6,439.115641651052
D005,NR006,S153,NR006_S153,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.66710901,43.58649624,4.666769087,43.58656151,4.666216712,43.58631778,25,9,96232.79,3.5,1726.206,95290280,14.970834,9.1875,34.73533,624.75574,29.349998,2.9,26.45,15.441667,22.916666,22.916666,7.5833335,690,116.5,21,39.484665,246.5,100,100,180,30758.45,38616.04,19530.836,3006.3115,31,0.500058,19.7282,0,6,439.115641651052
D005,NR006,S154,NR006_S154,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.3943579,43.470996,4.393705248,43.47113197,4.38460211,43.46466663,27,7,38.29183,0,4.047,23332.188,15.1125,8.608334,33.891075,606.5518,29,3.6,25.4,11.65,22.85,22.85,7.983333,662,110,18,40.306465,234,91,91,183,24.413399,0,9.824782,0,54,0.509917,24.5,7,3,439.115641651052
D005,NR006,S155,NR006_S155,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.39441948,43.47083927,4.393766828,43.47097524,4.38466369,43.4645099,23,7,38.29183,0,4.047,23332.188,15.1125,8.608334,33.891075,606.5518,29,3.6,25.4,11.65,22.85,22.85,7.983333,662,110,18,40.306465,234,91,91,183,24.413399,0,9.824782,0,54,0.509917,24.5,7,3,439.115641651052
D005,NR006,S156,NR006_S156,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.61548721,43.71109553,4.616262234,43.71125869,4.61548721,43.71109553,23,9,95543.8,6,1725.343,94797880,14.964583,9.679167,35.261063,641.0245,30.1,2.65,27.45,15.383333,23.158333,23.158333,7.4166665,719,123.5,23,39.501076,257.5,108,108,184,30354.95,38550.11,19390.63,2961.9746,22,0.708352,42,10,6,439.115641651052
D005,NR006,S157,NR006_S157,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.87148967,44.01367186,4.871251724,44.01381463,4.871275519,44.01467123,29,7,2891.9514,35,18.595,2511443,14.554167,10.791667,36.14827,683.91077,31,1.2,29.8,14.933333,23.25,23.25,6.35,772,121,30,34.364227,273,129,129,181,1796.8179,900.7472,109.25368,67.17084,23,0.798931,44,10,9,439.115641651052
D005,NR006,S158,NR006_S158,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.8029029,43.96032852,4.802843413,43.95878187,4.807043162,43.95725902,11,11,77102.73,20,1505.694,78129480,14.733334,10.275,35.431034,673.0809,30.8,1.9,29,15.116667,23.333334,23.333334,6.75,759,122,28,35.645668,269,123,123,182,23827.627,30543.816,16222.926,2672.3542,12,0.640818,37,10,9,439.115641651052
D005,NR006,S159,NR006_S159,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.82414886,43.98613086,4.812917804,43.98874827,4.819568398,43.98624983,7,12,77089.06,23,1505.694,78120130,14.608334,10.325,35.57086,672.8143,30.8,1.7,29.05,14.983334,23.2,23.2,6.6,764,122,29,35.450253,271,125,125,182,23884.43,30612.955,16288.592,2674.065,12,0.660279,32.527,9,9,439.115641651052
D005,NR006,S160,NR006_S160,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.82470455,44.01654671,4.820625474,44.01732173,4.820373931,44.01621359,11,8,76994,23,9.454499,78040300,14.608334,10.383333,35.66092,672.96985,30.7,1.6,29.1,14.983334,23.183334,23.183334,6.5833335,766,122,29,35.198044,272,126,126,182,23791.201,30568.512,16250.697,2665.2595,23,0.530311,28.8525,8,8,439.115641651052
D005,NR006,S161,NR006_S161,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.79879396,44.04469306,4.800319534,44.04621048,4.799698155,44.04616833,30,10,76930.95,28.5,1504.713,77994344,14.422916,10.579166,35.912697,678.42163,30.8,1.3499999,29.45,14.791667,23.066666,23.066666,6.3333335,779.5,124,30,35.23551,277,129,129,184,23727.674,30537.6,16215.232,2659.3687,23,0.530655,37,8,7,439.115641651052
D005,NR006,S162,NR006_S162,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.7909893,44.05168094,4.791152463,44.05207253,4.791256989,44.05114556,32,7,76929.23,34,1504.713,77993384,14.379167,10.583333,35.89527,679.3751,30.7,1.3,29.5,14.733334,22.983334,22.983334,6.2833333,784,124,31,34.750748,277,131,131,185,23716.504,30532.693,16218.702,2659.8496,23,0.530655,37,8,7,439.115641651052
D005,NR006,S163,NR006_S163,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.75516867,44.76438063,4.754475227,44.76466617,4.75516867,44.76438063,31,7,67831.555,153.5,22.29,69455144,12.670834,9.304167,34.11889,651.0724,28.3,1,27.3,13.025,20.966667,20.966667,5.008333,903.5,125,49,30.222275,311.5,175,175,184,20367.54,25895.504,15330.697,2511.7937,23,0.552012,31.7282,8,7,439.115641651052
D005,NR006,S164,NR006_S164,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.75244062,44.75668494,4.75486767,44.75704186,4.754724903,44.75454343,31,9,67834.95,153.5,1390.51,69457860,12.670834,9.358334,34.21856,651.06134,28.3,1,27.3,13.025,20.966667,20.966667,5.008333,903.5,125,49,30.379467,311.5,175,175,184,20354.871,25889.316,15319.996,2510.7136,23,0.75206,30.0895,8,7,439.115641651052
D005,NR006,S165,NR006_S165,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.85446138,44.90886625,4.864574089,44.9062191,4.859458248,44.90363144,5,10,66474.41,112,672.23505,68170380,12.808333,9.458334,34.39394,659.2884,28.5,0.9,27.5,13.116667,5.05,21.2,5.05,875,115,51,27.766394,293,173,179,173,19918.35,25101.877,15127.17,2481.7253,22,0.694604,45,10,9,439.115641651052
D005,NR006,S166,NR006_S166,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.85479872,45.53966754,4.854893898,45.54038138,4.854828463,45.54035164,27,10,50905.055,231.5,1113.573,51188908,11.64375,8.458333,32.578705,642.76086,26.2,0.25,25.95,11.958334,4.041667,19.775002,4.041667,835.5,96,50,21.72098,259,158.5,204,158.5,16119.938,18885.51,11103.303,2093.6228,23,0.844742,45,10,9,439.115641651052
D005,NR006,S167,NR006_S167,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.84154997,45.54265948,4.841169256,45.54327814,4.841906889,45.54292717,26,12,50902.035,249,1113.573,51186610,11.595834,8.45,32.548077,642.7402,26.150002,0.2,26,11.908334,4,19.708334,4,838,95.5,50,21.379385,259,159,205,159,16118,18885.04,11103.235,2093.4224,23,0.619582,47.75,10,8,439.115641651052
D005,NR006,S168,NR006_S168,EU,France,Rhone River,7,Palearctic,PA12,EU7,5.79486989,45.81070397,5.79469143,45.81138212,5.78449544,45.81127504,12,10,630.77576,235,11.942,650315.8,11.216667,9.379167,33.813652,675.6965,26.6,-1.1500001,27.7,11.358334,4.366667,19.658333,2.95,996.5,103,69,14.4107485,297.5,221.5,232,230,121.1167,306.62305,93.27243,60.511356,51,0.431472,13.4989,4,5,439.115641651052
D005,NR006,S169,NR006_S169,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.64846866,44.36823703,4.648492455,44.36802798,4.64846866,44.36823703,30,11,71008.56,54,1418.107,72611290,13.679167,9.866667,35.231316,658.3604,29.5,1.5,28,14.05,22.083334,22.083334,5.9166665,857,133,39,34.08496,306,150,150,190,21533.928,27558.398,15602.374,2562.8022,23,0.607018,42,9,7,439.115641651052
D005,NR006,S170,NR006_S170,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.6489078,44.36820663,4.648931595,44.36799758,4.6489078,44.36820663,28,11,71008.56,54,1418.107,72611290,13.679167,9.866667,35.231316,658.3604,29.5,1.5,28,14.05,22.083334,22.083334,5.9166665,857,133,39,34.08496,306,150,150,190,21533.928,27558.398,15602.374,2562.8022,23,0.607018,42,9,7,439.115641651052
D005,NR006,S171,NR006_S171,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.65386103,43.80450512,4.651330643,43.80484708,4.65386103,43.80450512,32,9,95522.414,11,1724.198,94785480,14.981251,9.729167,34.999977,651.5696,30.4,2.6,27.8,15.35,23.333334,23.333334,7.333333,741.5,126,25,38.234066,263,115.5,115.5,186,30362.117,38566.2,19385.424,2960.0923,23,0.686244,47,10,7,439.115641651052
D005,NR006,S172,NR006_S172,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.65356224,43.80452037,4.651031853,43.80486233,4.65356224,43.80452037,33,7,95522.414,11,1724.198,94785480,14.981251,9.729167,34.999977,651.5696,30.4,2.6,27.8,15.35,23.333334,23.333334,7.333333,741.5,126,25,38.234066,263,115.5,115.5,186,30362.117,38566.2,19385.424,2960.0923,23,0.686244,47,10,7,439.115641651052
D005,NR006,S173,NR006_S173,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.45258173,43.66580061,4.464696586,43.6627481,4.453474028,43.66478934,29,9,4.8249426,4.5,2.1,3162.5457,15.016666,9.333333,35.074627,626.6644,29.6,2.9,26.6,15.4,23.033333,23.033333,7.6333337,708,122,21,40.160393,252,103,103,188,4.1397758,0.069005646,0.34504098,0,31,0.578459,19.777,5,6,439.115641651052
D005,NR006,S174,NR006_S174,EU,France,Rhone River,7,Palearctic,PA12,EU7,4.45311272,43.66536353,4.46529556,43.66193711,4.453856302,43.66476866,27,13,4.8994803,4,2.1,3180.932,15.0125,9.316667,35.062893,625.3538,29.5,2.9,26.6,15.4,22.983334,22.983334,7.6333337,708,122,21,40.160393,252,103,103,188,4.6228538,0.069005646,0.20702651,0,31,0.578459,19.777,5,6,439.115641651052
D005,NR006,S175,NR006_S175,EU,France,Rhone River,7,Palearctic,PA12,EU7,5.82988943,46.10727899,5.82988943,46.10727899,5.829818046,46.10792144,8,13,10807.278,459,12.149,10509122,9.85625,9.079166,33.642548,662.2749,24.9,-2,27,10.108334,5.7333336,18.133333,1.8333334,1077.5,107,74,12.491081,311,241,252,266,1371.3007,4227.56,2389.0393,454.351,23,0.851965,47.75,10,8,439.115641651052
D005,NR006,S176,NR006_S176,EU,France,Rhone River,7,Palearctic,PA12,EU7,5.83791214,45.97654688,5.838007318,45.97622327,5.8380906,45.97613047,9,10,306.46445,341,4.4435,334804.84,10.495833,9.366667,34.060608,669.23914,25.8,-1.6,27.599998,10.683333,6.383333,18.883333,2.3333333,1022,104,70,13.657143,302,226,240,245,155.67612,77.75226,70.85382,4.041101,32,0.597188,18.7575,7,6,439.115641651052
